	RGA1	AT2G04100	AT2G10940	AGP9	MYB7	HIS1.3	AT2G19310	TET2	HB6	SVP	AT2G28400	CYP707A2	AT2G31110	AT2G33830	EXL7	AT2G36220	ABI5	AT2G36630	PIP2B	EXP3	AT2G37750	LTP2	PIP2E	AT2G39980	HSPRO2	EXPA8	CAMBP25	ORS1	AT2G41760	MAX2	AT2G42900	IBH1	SSI2	ARL	PIP1B	GBF3	RS31a	TSPO	AGP26	AT3G04010	AT3G08030	ATERDJ3A	AT3G11690	AT3G11930	AT3G12050	AT3G14200	AT3G15770	AT3G17100	AT3G17520	AT3G03870	HB.1	AT3G03270	ETR2	AT3G23170	AT3G26510	AFP3	AT3G43430	CYP71A25	AT3G50560	PIP2A	EP3	AT3G54510	AT3G57010	AT3G57400	ARGOS	AT3G62650	ATG8B	AT4G05070	CYTC.2	HKT1	RHA1B	AT4G12510	AT4G12520	FLA2	XTH15	AT4G14270	AT4G14930	IAGLU	RALFL33	EXLB1	TIP2;2	G3Pp4	HSA32	AT4G25260	WES1	AT4G27280	YUC8	XTH24	XTH19	AT4G32480	ABF3	AT4G34770	AT4G35720	AT4G38860	ST2B	ST2A	AT5G10770	AT5G12940	AT5G13500	AT5G02760	AT5G14690	FDH	AT5G17780	AT5G18030	AT5G01740	SIS	AT5G02230	DIP2	AT5G19120	AT5G23870	ESE3	EBF2	GID1C	NAC6	AT5G43450	AT5G44260	HAT2	AT5G47420	TDT	PAT1	AT5G49170	AT5G49700	AT5G50335	AT5G50360	OLEO3	AT5G51440	HB52	PBP1	COL5	AT5G57760	AT5G59845	AT5G60840	OBP4	AT5G66590	UGT72E2	AT1G06980	SR30	AT1G09250	AT1G10140	AT1G11210	ATBETAFRUCT4	AT1G02470	RTFL17	AT1G13990	AT1G14890	AT1G16850	AT1G21680	AT1G22190	AT1G22910	AT1G26800	ASG4	YUC3	ERS2	DYL1	GA2OX2	AT1G32520	AT1G36060	AT1G36940	AT1G44830	CXE5	AT1G53180	ZF14	AT1G61667	AT1G62770	ENODL8	MGL	AT1G65490	AT1G66080	AT1G66540	AT1G68620	NAP	NRT1.2	AT1G70000	AT1G70985	AT1G71110	AT1G73480	BEE3	UBC16	AT1G75490	NAC032	ECT8	AT1G79520	SAG20	RTFL12	AT4G36648	AT1G29465	SAUR29
AT1G62770	-0.4276	0.3621	-0.5658	0.0462	0.757	0.757	0.3621	1.9613	-0.5066	0.8557	0.0067	0.7175	-0.8027	1.4677	1.7639	1.3295	0.5595	-0.783	0.0067	1.7639	1.3098	1.9416	0.1844	0.8359	0.9149	1.8231	0.9741	1.0926	0.4411	-0.0722	1.9021	0.9939	-1.5135	1.3295	0.0265	-0.4276	-0.1907	-0.171	0.6583	0.3424	1.6454	0.1844	-0.4079	-0.1315	0.1252	0.2042	0.2634	1.7046	0.5398	1.1321	1.7046	0.4806	2.6326	0.4608	-0.171	0.0462	1.9416	-0.5263	0.4806	-0.0722	-0.7435	1.1321	0.9741	-0.9409	2.4549	1.6454	0.3819	0.8754	0.066	0.5003	1.1518	0.3029	1.2703	0.678	3.1064	1.2111	1.1123	1.5467	0.2831	0.5398	0.2042	-0.6645	0.9347	1.8231	2.3562	0.4016	1.0334	0.1647	1.7244	0.3029	0.678	0.9347	4.1725	0.3621	1.369	2.9682	-0.171	2.6326	-0.3092	1.2111	3.3433	1.1321	0.9347	0.4213	0.9939	0.6583	-0.4868	0.0462	0.3621	-0.8027	1.1518	1.2111	1.369	0.9741	0.4016	1.4085	0.6188	-1.5727	-0.1907	0.3029	2.0008	1.6454	2.3759	0.1449	0.1055	0.1055	4.7648	0.7767	0.6583	1.7639	0.0067	0.4213	0.0067	0.599	1.4875	0.7372	0.0462	1.9021	1.6454	-0.1315	0.0857	0.6583	-0.1512	0.6977	2.9879	0.6977	0.1647	0.0265	0.6583	1.2308	-0.2697	1.8626	2.6918	2.4351	0.5201	-1.2568	2.2377	0.3029	2.9682	1.7244	3.1261	0.1844	2.3167	0	1.0926	1.7441	-0.4868	0.2634	-0.0525	0.0462	1.1518	0.8557	0.5595	-1.1581	-0.0722	0.2042	1.8626	-0.171	1.6059	-0.6843	-0.2499	0.1449	1.0926	-0.0328	0.1055	0.3029	1.1321
ENODL8	1.0136	-0.5263	3.3631	6.9958	-0.9804	0.2437	-0.4868	0.599	-0.2104	-0.3881	0.0265	-0.013	-0.4474	-0.0525	0.5201	0.0067	-0.2104	0.1252	0.3621	3.7579	-0.171	0.8952	2.0403	-0.6053	-0.171	3.6592	0.4213	-0.0525	3.3038	-0.8817	2.2772	-0.1315	0.4806	-0.6645	1.0531	-1.4937	0.2634	-0.2302	6.0086	-0.4276	3.2249	-1.1186	-2.1255	-0.6053	-0.4276	0.1252	-0.8225	4.4292	-0.3092	0.3819	1.6652	-0.013	0.4213	0.4411	0.1055	-0.171	0.7965	0.3226	0.4411	0.8952	-0.6053	1.5862	0.0067	0.9544	1.1321	-0.6448	-0.4276	-1.3358	0.6385	0.9149	-0.5658	1.9613	1.9218	5.594	2.1785	-1.0002	0.1844	0.5003	1.8231	-0.0525	-0.0722	0.6385	-1.0989	5.7322	0.066	1.5467	0.9149	-0.4671	3.9948	-0.3684	0.7965	2.4154	0.1055	1.6652	1.9021	0.3424	0.1252	3.7974	1.6257	1.527	0.7767	0.8952	-0.9212	1.3887	0.1055	-0.862	-0.2104	-0.9607	-0.9212	1.6849	3.2051	-0.704	-0.9804	-1.0791	-1.0396	0.5595	0.4016	-0.704	-0.0525	1.3295	2.6128	0.3621	3.2643	-0.625	1.2111	0.2239	0.4411	-0.1512	-0.013	1.5664	-0.6645	1.29	-0.2894	3.1459	0.0067	2.1587	0.6583	3.2249	0.2634	-0.2302	1.9416	0.066	-1.474	-0.5461	-1.1384	0.8754	-0.3881	-0.2499	3.1854	-1.3161	-0.2697	1.0729	-0.1315	-0.2302	-0.783	-0.5461	0.3029	3.7382	3.6	0.4213	1.0531	-0.5066	1.1716	1.0926	0	0.599	-1.1581	0.1252	0.066	0.0857	-1.0002	-1.5332	-0.9409	0.6977	-1.5135	-0.2697	0.678	-0.3684	-0.4868	-0.6843	0.6385	-0.0525	-0.4868	-0.2697	-0.6645	1.1123	1.527
MGL	1.1716	-0.2104	1.369	0.4608	2.0205	2.4944	-0.1315	0.2831	-0.171	0.1449	2.1587	0.6583	-0.1907	1.981	-1.7307	1.7244	0.9741	0.1844	0.757	1.9218	1.1716	2.6326	1.0531	1.527	0.8557	0.5003	1.8428	0.3029	2.2377	3.2446	0.8162	1.6652	-0.0525	1.1123	1.7244	3.4223	-0.013	1.2111	0.5003	-0.2697	0.5003	-0.704	0.7372	3.6789	-0.0525	-0.2104	-0.9804	1.2505	0.5201	2.1982	1.9218	0.0857	1.1913	-0.3684	1.8034	3.9751	3.2841	-0.1117	-0.5066	1.527	-0.5658	1.4875	0.5003	0.5201	0.9939	2.3562	1.3493	1.0334	0.3029	1.4085	0.8162	-0.7435	-0.3684	0.0462	1.4085	0.066	2.2969	1.7639	0.7965	2.3167	-0.3092	0.9347	1.2111	2.4154	2.5141	0.3621	1.369	0.2239	0.1449	0.7767	1.6257	0.066	0.6583	0.2042	1.8626	4.4489	-0.3486	0.1844	0.2831	1.0334	-0.3684	3.8369	0.9741	0.6977	0.3029	2.7313	0.4016	0.3226	1.9021	-0.704	1.448	1.4875	0.8162	2.3956	0.7965	1.9021	1.6454	-1.4937	2.672	1.5072	-0.1512	3.3038	1.8626	0.5003	1.7836	-0.4276	1.6454	0.0857	0.2634	1.0334	0.2634	-0.1907	1.6454	1.4677	-1.3161	0.4806	0.7767	2.3562	2.8892	0.6977	1.2111	0.2042	0.8754	1.29	3.7184	0.4016	1.3887	0.1844	0.5398	-0.092	1.2111	0.0067	3.5802	2.9287	0.1055	-0.3486	1.2703	0.4411	0.9544	1.0136	0.4213	1.8428	-0.625	1.7441	0.599	0	-1.7109	-0.9607	0.5003	2.909	2.9682	-0.0722	0.4411	-0.2302	-0.3684	1.369	1.2505	-0.7435	3.6395	1.2505	0.1449	0.7965	1.4085	-0.3881	0.5793	1.3098	0.1252
AT1G65490	0.2042	0.0265	-0.2499	0.0067	-0.3684	-0.0722	1.0334	0.7372	-0.6843	0.1449	0.8557	1.4282	1.2308	-0.2104	0.1844	-0.0328	-1.2766	1.2308	0.6385	-0.8817	0.8162	-0.2894	1.1321	0.4213	0.7965	-0.0525	2.7313	-0.3881	-1.0199	-0.7238	-1.3555	-0.7435	1.3098	-0.4474	0.678	1.0334	0.4806	0.066	0.6977	0.3819	0.9939	-0.3881	-0.6448	-0.1907	0.1252	-0.1315	1.3098	-0.5066	0.0265	-0.7632	-0.5658	-0.7632	-1.4345	1.369	1.29	-0.5461	-0.0328	0.8952	1.1321	1.2111	0.8557	-0.5461	-1.0396	-0.3289	-0.5856	-0.862	-0.9014	0.3621	0.6583	-0.171	-0.3486	-0.3684	-0.3289	-0.704	-0.0722	0.1647	-0.1512	0.1055	1.5467	-0.5856	0.9939	1.7639	-0.171	-0.704	0.6977	0.1449	-0.5066	1.8626	1.0531	0.1844	0.757	0.0462	-0.625	1.369	0.0462	-1.2963	0.4806	0.4016	-0.171	-0.1315	-0.6053	-1.5332	-1.5727	1.0531	0.8952	0.599	1.3493	0.0857	0.1449	-0.0722	1.2703	-0.5658	-0.8422	-0.4276	0.7175	0.3029	0.678	0.9347	0.9544	-0.704	-0.5066	-0.862	-0.4671	-0.3881	-0.5658	-0.3684	-0.7435	-0.6448	0.6385	-1.0396	0.0067	0.6583	0.6385	0.599	0.1647	-0.9409	0.1252	-0.9212	-0.3684	0.9347	-0.092	0.1449	1.1518	-1.0002	-0.013	0.9149	-0.0722	0.6188	-0.3486	-0.2697	2.4746	-0.5856	-1.1778	-0.1907	-0.092	3.7974	-0.092	-0.4474	-0.4868	-1.1384	-0.9212	-0.8027	0.2437	-0.4868	-1.1581	-1.7109	0	1.0334	-0.5658	0.2042	0.9544	0.1844	1.7836	2.7708	-0.5856	0.5595	0.1844	0.8557	0.066	0.1449	0.7767	2.4746	0.4806	-0.4079	-0.013	0.3226	0.5398
AT1G66080	0.5595	-0.1907	0.1055	0.0857	2.3956	-0.5461	6.6601	1.7639	-0.3881	-0.704	0.7372	-0.4868	-0.4079	-0.2104	-0.2499	1.527	-0.8225	0.1449	0.7175	0.4806	0.1449	0.3029	0.066	0.7372	0.4213	-0.8225	1.7836	1.0729	-0.2302	-0.7238	-0.7238	-0.7435	1.0136	0.5003	0.5003	0.1449	0.2634	-0.2104	0.599	-0.0525	0.3029	6.8971	1.7046	0.066	10.6285	11.1221	2.5536	-1.395	-0.5658	-0.3684	-0.2697	1.5467	0.5595	2.4944	1.3887	-0.5461	0.0462	0.5398	0.9741	0.599	0.0857	-0.6645	-0.1907	1.0334	-0.2697	0.1647	0.7965	0.6977	1.8823	0.8754	0.2437	-0.1907	-0.0722	0.1252	0.1449	3.6395	0.066	1.3493	0.9149	-0.1117	0.2239	0.9741	3.1261	0.3029	-0.2499	1.6849	-0.8422	0.0462	0.2634	0.066	0.2831	-0.7238	-0.2894	-1.1778	-1.0199	-0.1117	0.1844	0.4213	-0.171	-0.7435	0.3819	0.1252	0.1449	-0.0525	0.7372	-0.6053	0.4213	2.4746	-0.5263	-0.6645	0.0067	-0.7435	0.2042	-0.5461	0.1844	-0.5461	-1.0199	2.8695	-1.5925	-0.8422	0.3621	-0.5066	-0.3289	-0.7632	-0.4868	8.1804	0.1647	1.369	-0.8422	-0.8225	1.1716	0.7767	-1.3358	-0.3486	0.4213	0.0067	3.8171	-1.2173	-0.1512	-0.704	-1.1778	0.7175	-0.3486	0.2239	-1.2568	-0.1117	-1.0989	1.7046	-0.9212	6.7589	0.3621	-0.5658	0.5003	-0.6645	0.5003	0.6583	-0.3289	0.6583	0.4016	1.5664	0.4016	0.1252	0.9347	0.2634	0.1252	-0.9607	1.0334	0	0.2831	0.5793	0.0265	-0.2104	0.4608	0.6583	-0.1512	0.599	0.2437	0.5201	-0.8422	0.3621	-0.2302	0.6385	0.9149	0.678	0.1252	0.5201	-0.6053
AT1G66540	-0.2894	1.1716	-0.1907	-0.4868	0.5595	-1.1581	0.4806	-0.4671	-0.3486	0.8359	-0.1512	2.8695	-0.4474	-0.5263	0.0462	-0.6843	0.0857	1.7244	-0.1315	0.5793	0.2042	-0.2697	0.7965	0.8754	0.0857	0.6188	-0.171	-0.3289	0.5201	0.8952	1.5467	0.4016	0.7372	-0.7632	0.757	-0.0722	0.6583	-0.9014	-0.5066	1.1518	-0.4276	-0.1512	-0.1512	-0.0722	-0.4079	0.9939	-0.9212	0.4016	-0.4474	-0.171	0.1647	0.2831	0.4608	0.599	-0.1315	0.8162	-0.704	1.9021	1.4282	0.5003	-0.013	1.8034	0.1647	0.7767	-0.2302	0.2239	0.7175	-0.9804	1.3098	0.2831	-0.0722	-0.013	-0.092	1.29	-0.8817	-0.9014	0.0462	2.4549	0.5595	-1.2371	0.2831	-0.704	0.2831	0.1449	-0.5066	-0.171	0.2042	-0.0328	0.0265	-0.4079	0.6385	-0.7238	-0.6843	0.7175	-0.0525	-0.625	-0.1315	-0.2697	-0.2894	-0.5461	0.3819	-0.9409	3.1656	0.6385	0.8754	-0.2302	0.1449	0.1844	-0.1315	-0.9409	-0.704	-0.3684	0.7767	-0.3092	2.2377	0.3226	-1.5332	-1.2371	0.1252	2.1785	-0.625	-0.5066	-0.1315	-0.0525	-0.6645	0.5595	-1.0989	-0.4474	-0.5461	-0.013	-0.3684	-0.2894	0.2437	0.757	0.3424	1.8428	0.2437	1.2703	0.2831	0.0857	1.29	0.1844	-0.4079	2.5338	0.3424	-0.092	0.757	0.1449	-0.3881	-0.5856	1.7244	-0.1907	0.0462	-0.5066	-0.1315	0.8557	0.7372	-1.0002	-0.4671	1.4875	-0.5856	0.2042	-1.2766	-0.0525	0.066	0.5003	-0.5658	0.2831	0	0.8754	-0.3684	-0.6843	2.4549	1.6059	-0.8817	0.5793	0.3029	-0.5658	-0.625	-0.1117	1.6652	1.3493	-0.8225	-0.7435	-1.1778	0.6977	-0.2697
AT1G68620	-0.1512	2.3759	-0.1315	-0.2894	2.2772	1.6059	0.6977	0.1055	0.1449	0.3029	1.1716	1.3887	-0.5856	0.6385	-0.704	1.6652	-0.5461	0.5793	0.9347	0.757	3.442	0.5595	0.066	0.4806	0.9149	0.8754	-0.4276	-0.0722	0.9149	2.6128	0.6977	1.1321	-0.2499	0.3029	2.3167	2.3759	-0.5856	0.2042	-0.4868	0.9544	-1.3161	0.7767	-0.2894	1.5467	0.2437	0.9544	0.5201	0.6583	0.1449	0.5398	0.8952	-1.474	-0.6645	1.6652	1.527	3.2841	0.9741	-0.092	0.6188	1.3098	0.9939	-0.1315	0.5595	1.4875	-0.862	0.5398	1.2505	0.9149	1.2703	0.678	1.6257	0.2437	0.3226	0.0265	0.5003	-0.4671	1.3887	3.1064	1.4875	-0.2104	1.5072	-0.1117	-0.4276	-0.013	1.8626	0.3226	0.1844	1.0136	0.0265	0.7175	2.909	-1.0791	0.066	0.8952	0.1252	1.1913	1.2703	0.0462	-0.625	0.0265	-0.2104	0.8359	0.6188	-0.0328	0.2634	1.1716	1.6454	1.6849	1.4875	-1.1976	-0.3881	0.1449	1.6454	2.4746	2.139	-0.1512	0.5201	0.2042	0.8754	1.29	0.3029	1.6849	0.2437	0.3226	-0.013	-0.3881	1.0729	0.9939	0.599	-0.5461	0.3424	-0.8225	0.5398	0.4806	0.7767	-0.4474	1.2703	1.6454	3.1854	-0.2302	1.527	1.4085	0.6977	1.2505	1.1321	-0.5856	1.6849	0.1055	0.1844	1.2703	0.7372	0.5201	0.7175	1.5862	1.1123	0.3226	-0.5461	0.0462	-0.2894	0.3226	1.0729	4.0343	-1.3161	0.0462	0.0857	2.909	0.2042	0.5793	0.8754	0	1.8626	-0.7435	0.8952	-0.3881	-0.7238	1.9416	0.2437	-0.3092	1.6257	2.8695	1.4282	1.4677	1.1716	0.9939	0.1449	0.3226	-0.5856
NAP	0.3226	-0.2104	-0.5263	-0.7435	0.7175	0.8952	-0.8817	0.066	0.4806	1.5664	4.3502	1.0531	0.9149	0.4411	-0.5658	0.1449	0.3621	2.3562	0.3226	0.6583	1.1321	-0.2104	0.2437	2.7905	4.291	1.448	1.0334	1.5467	-0.1907	2.0403	-0.625	1.3098	0.066	3.7777	0.9347	1.5467	-0.9212	0.678	-0.1117	-1.0396	-0.9607	-0.2894	1.3887	2.2772	0.6188	-0.3486	3.5605	0.5201	0.1647	3.8764	0.0857	-0.3486	1.6849	-0.9409	2.9287	1.3098	1.3493	-1.0396	-0.0328	1.1716	-0.8817	0.0265	0.4411	0.8754	2.4154	2.1587	2.1982	3.3433	0.1844	-0.092	2.8497	0.1252	-0.1117	-0.9607	0.8162	2.218	3.3828	3.1459	-1.2371	1.5467	0.5201	0.599	1.4677	0.6188	2.6326	0.8359	0.9347	0.2042	-0.2697	1.7639	1.7046	0.8162	-0.2894	-0.5461	1.7046	2.6523	0.7175	-0.2894	-0.704	1.3493	0.1449	3.8369	0.4213	-0.2104	-0.013	5.6533	1.8231	1.369	2.1587	0.9149	2.1785	3.3828	2.3759	8.5752	1.448	3.3433	2.9682	-0.9014	3.5605	0.5003	0.757	2.9287	1.5862	0.9149	-0.092	-0.862	1.4282	0.8557	1.9416	2.0205	-0.3881	-0.1512	-0.2894	-0.2499	-0.1315	-0.7238	-0.5263	-0.092	2.5931	1.448	-0.6645	2.909	1.7441	0.8754	2.3562	-0.1512	-0.1907	0.6583	-0.2302	3.0077	1.0926	0.678	4.1133	1.7244	0.0265	0.4608	0.1647	0.1844	0.6188	0.757	2.6523	0.7767	-1.2963	1.1518	-1.0002	2.9682	0.9544	0.0265	-0.3684	1.8626	0	0.5595	1.0136	-1.0594	-0.4276	3.0077	1.6849	-1.0791	3.9751	1.0729	1.1716	1.448	1.8428	1.9613	-1.2963	0.6583	-0.6448
NRT1.2	1.0926	0.3226	-0.4868	-1.0396	-0.6843	-0.1315	0.0462	0.3621	0.3819	-0.4079	-1.1581	0.9544	4.0738	0.4213	0.2042	0.3226	-0.3881	-0.9607	0.7175	-1.7109	-0.1907	0.3029	-0.8422	1.29	-0.2894	-1.2371	-0.092	1.4085	-0.783	1.6849	-1.4345	1.3887	0.8162	1.7244	0.0857	-1.7504	0.8557	-0.2499	-0.7238	0.9939	-0.1907	-0.3289	2.751	0.3621	0.1844	1.5467	0.2042	-0.2697	-0.5856	-0.8817	1.0729	0.5201	0.8359	0.4213	1.4677	-1.3358	2.4154	0.2042	0.5201	0.4806	0.2042	0.0067	-0.9014	0.1844	1.6257	-1.1778	0.678	1.4875	-0.6843	0.5398	1.4282	0.1647	-0.2104	0.4806	0.4016	1.3098	0.4608	-0.0722	0.3621	0.7767	1.2111	-1.0594	0.3621	-0.625	1.9218	-0.5066	2.0798	1.8428	0.066	0.678	1.3098	0.7965	-0.783	0.2437	0.2634	-0.4276	2.1982	0.1252	0.6188	-0.013	0.2831	-0.2894	-0.5658	-0.013	-0.625	0.1449	1.9416	-1.7899	0.9149	1.3493	1.0136	2.0798	0.9149	0.599	0.5003	0.0067	1.6257	-0.2894	0.9741	0.0265	-0.8027	0.8754	-1.474	-0.5066	-1.1186	0.3621	-0.4868	-0.8422	1.369	-0.1315	0.066	-0.1117	1.1321	-0.2697	0.678	-0.092	1.1518	0.4213	1.0334	0.066	-0.4671	-1.1186	1.2308	1.0531	1.2505	-0.6645	0.8952	2.0403	0.678	1.9416	-1.9083	0.0462	0.2239	-0.3486	-0.4474	-0.013	1.9021	-0.4276	-0.783	-0.0722	0.5595	-0.013	2.0008	0.8557	-1.5332	-0.0722	0.1844	-0.2104	-0.6843	-0.7435	0.5595	0	1.7836	1.7836	-0.862	0.6385	1.527	0.8754	0.6583	-1.9478	0.3029	0.7175	2.0403	-0.6448	-0.1117	-0.0328	-0.2499
AT1G70000	2.5931	1.3887	-0.9212	-1.0002	0.2831	-0.1512	1.1123	0.7175	-0.8817	0.8754	-0.7435	2.5141	1.5467	-0.4079	-0.9409	0.2634	-0.5461	2.3167	0.5003	-0.7435	0.3424	-0.5263	-0.8422	1.6454	-0.0328	-0.2499	0.678	0.3029	-1.0002	-0.171	0.0462	0.3029	0.678	1.1518	0.9347	0.5201	-0.704	0.2437	-0.5263	0.0462	-0.092	-0.5263	1.8823	-0.8225	-0.4868	0.8359	0.0067	-0.0525	-0.5066	-0.5658	1.5467	0.9939	0.0462	2.3167	1.8034	0.2239	1.2703	1.1123	0.8359	1.5467	0.8754	-0.4474	-0.7435	1.1321	0.3621	-0.1117	0.7372	-0.3486	2.3562	-0.783	1.6454	0.1252	-0.4671	-0.1117	-1.1581	-1.9083	-0.3486	3.0274	1.9416	0.9939	1.2111	0.4213	-0.3486	0.599	0.4411	1.8428	0.757	0.4806	0.7767	0.6188	2.3562	-0.5066	0.2437	0.7767	0.3226	0.3621	1.6652	0.4608	0.4016	-0.6053	1.6849	-0.7238	1.7836	-0.2894	-0.1315	0.5595	1.6849	-0.3289	0.3424	-0.8225	2.0205	0.3226	1.0334	-0.4671	0.5595	-0.625	0.2239	0.2239	1.3887	0.9741	-0.0328	1.6652	-1.1778	-0.5066	-0.9804	0.5793	-0.3092	2.1785	-0.862	-1.2173	0.0857	-0.8225	0.3819	0.4806	1.2505	1.7046	0.9544	1.9613	0.2239	0.7767	0.6385	0.2042	1.6257	0.9149	-0.2104	-0.7435	0.2437	1.8428	-0.171	-0.9607	3.8369	0.6385	-0.8027	0.0857	0.6188	2.6918	0.3029	-0.783	0.3226	2.8892	0.0857	0.9544	-0.0525	0.5595	-0.9409	0.4411	1.7836	0.4608	2.4549	0.8952	1.0136	1.7836	0	1.7244	0.0265	0.4016	-0.171	1.2308	0.7372	1.1716	2.7115	1.8626	0.5398	0.3819	0.2437	0.6977	-0.5263
AT1G70985	0.3226	-0.0525	1.5862	0.1449	0.1844	-0.0722	0.599	0.6977	-1.6122	-0.6448	-0.5856	2.1785	3.0077	-0.2104	0.4213	1.7836	-0.9014	2.3562	-0.092	-0.6843	-0.1512	-0.2894	-0.7632	1.0531	-0.5461	0.5398	2.06	0.6977	-0.171	-0.1907	0.6583	-0.3881	2.6128	1.2111	0.3621	-0.9014	-0.3881	-0.6843	1.981	1.1321	0.2634	0.1449	1.6257	-0.1512	-0.7632	1.2505	-0.3684	0.3029	-0.5066	-0.8422	0.7965	-0.862	0.7372	0.8557	0.3424	-1.7109	-0.1315	0.9347	2.4549	-0.171	0.5003	1.3295	-0.6843	1.5862	0.757	-0.9014	-0.625	-0.5263	0.7767	0.7767	-0.092	0.8557	1.0136	1.6849	0.9939	-1.3753	-1.6319	0.9741	1.527	0.4806	0.4608	0.7767	0.2042	-0.171	-0.6448	0.6385	0.4016	1.4085	0.757	0.2239	-0.6843	1.8626	-1.3161	1.7244	1.4677	-0.9212	2.3562	0.3819	2.0205	0.6977	-0.4276	-0.3092	1.4085	1.2111	2.0798	-1.0396	2.2377	-0.3486	-0.9014	2.0403	0.0067	0.5003	-0.3289	-1.474	0.2634	1.6454	0.4411	0.066	1.4677	0.6188	-0.7435	0.4806	-0.7435	-1.3161	0.599	-0.6053	-0.3486	-0.4474	-0.4671	0.9741	-0.092	0.5003	-0.2302	1.0729	-0.6843	2.3167	0.066	-0.2104	0.1449	0.2042	-0.7238	-0.3881	1.2703	-0.1117	-1.6517	0.0462	-0.4868	0.5398	0.3621	-0.7435	2.4944	-0.1315	-0.783	-1.0002	-0.9804	3.0472	0.1252	1.6257	-0.1907	1.2308	-0.7238	-0.9804	1.369	-1.1581	0.6977	-0.2302	2.7708	0.6583	1.6059	-0.3881	-1.0594	1.7836	1.7244	0	-1.2173	-0.9804	1.5862	1.4085	0.4213	-0.4474	0.5793	-0.4671	-0.0328	0.3424	-0.1512	1.448	0.7965
AT1G71110	-1.5727	-0.2697	0.8952	0.1449	1.0926	-0.1512	0.1647	1.0531	1.1913	-1.5925	-0.0328	-0.4868	-0.0722	-0.6053	0.9347	0.3819	1.2703	0.3226	0.1252	-0.2697	-0.4868	0.757	-0.2697	0.0067	-0.704	-0.9409	1.29	1.1123	0.6583	0.5793	-0.6843	-0.092	-1.2371	0.7965	-0.4079	0.8754	0.8359	1.0531	-0.013	0.1844	1.6257	1.2308	-0.8027	0.1844	-0.6448	-0.2104	0.3621	-1.3555	0.1449	-1.0594	1.2505	0.4016	0.4806	-0.1117	-1.0002	-0.3881	-0.013	-0.171	-0.8422	-1.4148	1.0729	0.3424	0.4806	-0.7238	1.0334	-0.4868	0.7767	-2.2045	-0.0328	0.3029	-0.625	-1.6319	-0.8225	-1.3358	0.3424	-1.6912	-1.3555	-0.0525	-0.9804	0.4608	-0.8225	0.0265	-0.5856	0.5595	-0.4671	-0.862	0.6977	-0.3092	0.757	-1.0002	-0.2499	-0.8422	2.4746	-0.7632	-0.0328	0.6385	0.7175	0.4213	1.1716	-0.9014	0.1055	0.2634	0.5201	-0.092	-0.3289	-1.2963	-0.3881	0.599	-1.2371	-0.862	-1.4543	0.1647	-0.7632	-1.0199	-1.6517	-1.5727	0.1647	1.9218	-0.0328	0.1252	-0.6053	-0.013	-0.5263	0.8557	0.6188	0.599	0.1252	-0.013	-1.1186	-0.1315	0.4016	-1.0396	-0.2894	-1.2371	0.2831	-0.8225	-0.2302	-0.9607	-2.3229	1.2111	-1.553	0.1844	-0.7238	-0.2104	0.7767	1.1123	0.3029	-0.1907	-1.0002	-2.8363	0.1647	0.2042	0.4213	-0.4276	1.5072	-0.1315	0.3621	-1.474	0.3621	0.1844	-0.3486	0.5003	0.5595	-0.0722	-1.5135	-0.3684	-0.5856	-0.1512	-0.8817	-0.7238	-0.4276	-0.862	0.0265	-1.2173	0	0.0857	-1.4937	0.3621	-0.013	1.6454	-0.6843	-0.2302	-0.2697	0.3226	1.8428	0.6583	-0.3486
AT1G73480	1.7244	1.5467	-0.4868	-0.4474	2.6918	0.4608	-0.092	0.1844	2.0995	1.7046	2.6128	1.29	-0.8817	0.6385	-0.9014	1.4282	0.1647	2.4549	1.1518	0.3029	-0.3092	0.3819	1.8626	1.4677	1.8823	0.678	-0.2499	-0.2302	0.8952	2.9879	-1.395	0.6583	0.0265	-0.171	1.5467	2.8695	0.5003	1.4677	-0.783	1.1913	2.1785	1.1518	1.29	0.5595	0.8162	3.0077	2.5338	0.8952	0.3029	0.3226	0.5003	-0.4079	0.2831	-0.1315	-0.0525	3.5013	-0.1117	-0.9607	-0.5658	2.9879	0.1055	0.9347	1.5862	-0.2697	-0.3486	-0.4474	0.0265	2.7115	1.8823	0.4016	0.2239	-0.2499	-0.1907	-1.7109	-0.6053	2.672	0.5201	1.0531	-1.5925	-0.4671	0.8952	3.6	1.448	0.5003	1.1716	0.066	1.9021	-0.092	0.4411	1.8231	4.7253	-0.9409	0.2634	1.2703	0.9939	1.8034	-1.4345	0.9939	-0.1907	-0.1907	-0.3486	1.369	0.6188	0.7965	-1.4148	3.3236	1.0729	2.3956	0.8557	-0.5856	0.6977	0.4411	0.4608	1.1321	1.3098	1.4282	0.0067	-0.3486	2.5536	0.5398	-0.2697	0.9939	0.2634	1.3493	-1.1976	0.7175	-0.171	1.2111	6.0086	-0.5066	-0.3092	0.6583	3.6	1.3295	0.1252	0.1647	1.5862	1.9218	0.9741	2.1785	1.6059	0.9347	0.757	1.6059	0.1055	1.0334	2.6326	1.527	-0.3684	2.3562	2.9879	0.6583	0.1844	-0.4276	-0.2894	0.2831	-0.2499	-0.3684	-0.7435	-1.0594	1.0334	1.3098	-0.6053	0.2042	-0.2697	1.369	0.5595	0.599	0.5793	1.9416	3.0077	0.6385	0.4016	-0.9804	0.0857	0	-0.625	-0.5066	2.2772	2.3759	3.9159	3.8369	-0.3092	-0.1117	0.4608	0.5398	-0.0525
